id_fix,id_ave,especie,nombre_comun,sexo,timestamp,fecha_hora_local,lon,lat,x_utm,y_utm,hdop,n_sat,bateria_v
24371,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T03:01:55Z,2020-02-28 04:01:55,-6.306819,36.975266,739730.9,4095518.8,1.6,5,3.75
24372,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T04:01:04Z,2020-02-28 05:01:04,-6.307843,36.975669,739638.4,4095561.0,1.0,10,3.71
24373,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T05:00:58Z,2020-02-28 06:00:58,-6.307575,36.976264,739660.5,4095627.6,2.4,11,3.68
24374,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T06:00:17Z,2020-02-28 07:00:17,-6.308736,36.975258,739560.2,4095513.1,2.4,10,3.8
24375,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T07:02:25Z,2020-02-28 08:02:25,-6.307584,36.97503,739663.5,4095490.7,1.4,12,3.9
24376,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T08:01:42Z,2020-02-28 09:01:42,-6.308685,36.975057,739565.4,4095490.9,1.5,7,4.01
24377,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T09:01:41Z,2020-02-28 10:01:41,-6.202704,36.993733,748940.4,4097835.4,1.8,5,3.97
24378,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T10:01:43Z,2020-02-28 11:01:43,-6.203399,36.993264,748880.0,4097781.6,2.4,12,4.08
24379,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T11:02:22Z,2020-02-28 12:02:22,-6.203425,36.992159,748881.3,4097658.9,1.7,5,4.06
24380,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T12:00:41Z,2020-02-28 13:00:41,-6.204902,36.992369,748749.2,4097678.4,1.0,10,4.06
24381,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T13:01:44Z,2020-02-28 14:01:44,-6.203821,36.992488,748844.9,4097694.4,2.1,5,4.06
24382,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T14:01:27Z,2020-02-28 15:01:27,-6.204457,36.991978,748790.0,4097636.1,2.6,7,4.09
24383,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T15:00:21Z,2020-02-28 16:00:21,-6.202822,36.992896,748932.6,4097742.3,1.4,8,3.99
24384,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T16:01:59Z,2020-02-28 17:01:59,-6.204575,36.993542,748774.5,4097809.3,1.7,7,3.95
24385,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T17:01:31Z,2020-02-28 18:01:31,-6.203845,36.991915,748844.7,4097630.8,1.7,9,3.9
24386,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T18:01:50Z,2020-02-28 19:01:50,-6.203187,36.992159,748902.5,4097659.6,1.2,6,3.84
24387,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T19:00:13Z,2020-02-28 20:00:13,-6.201367,36.991777,749065.7,4097621.9,2.5,10,3.77
24388,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T20:01:35Z,2020-02-28 21:01:35,-6.203673,36.991729,748860.6,4097610.6,1.2,7,3.8
24389,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T21:00:06Z,2020-02-28 22:00:06,-6.202446,36.992339,748967.8,4097681.4,1.6,11,3.78
24390,ESP04,Platalea leucorodia,Espátula común,M,2020-02-28T23:02:08Z,2020-02-29 00:02:08,-6.203572,36.992886,748865.8,4097739.2,1.0,7,3.76
24391,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T00:00:13Z,2020-02-29 01:00:13,-6.202985,36.99388,748914.9,4097851.0,2.1,7,3.83
24392,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T01:00:42Z,2020-02-29 02:00:42,-6.202258,36.992048,748985.5,4097649.7,1.5,10,3.75
24393,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T02:01:05Z,2020-02-29 03:01:05,-6.203791,36.993299,748845.0,4097784.5,1.2,11,3.8
24394,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T03:02:03Z,2020-02-29 04:02:03,-6.204222,36.992953,748807.7,4097744.9,1.6,9,3.83
24395,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T04:02:13Z,2020-02-29 05:02:13,-6.206211,36.992384,748632.6,4097676.6,1.8,5,3.78
24396,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T05:01:41Z,2020-02-29 06:01:41,-6.204291,36.9913,748807.0,4097561.3,2.3,6,3.69
24397,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T06:01:00Z,2020-02-29 07:01:00,-6.204382,36.99239,748795.4,4097682.0,2.1,12,3.76
24398,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T07:01:35Z,2020-02-29 08:01:35,-6.204353,36.992143,748798.7,4097654.7,2.3,6,3.83
24399,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T08:01:29Z,2020-02-29 09:01:29,-6.204248,36.992472,748807.1,4097691.4,1.8,10,3.93
24400,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T09:02:01Z,2020-02-29 10:02:01,-6.203853,36.991547,748845.2,4097589.8,1.5,9,4.0
24401,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T10:02:06Z,2020-02-29 11:02:06,-6.205052,36.993826,748731.0,4097839.6,1.6,5,4.09
24402,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T11:00:34Z,2020-02-29 12:00:34,-6.20495,36.991273,748748.4,4097556.5,2.2,12,4.05
24403,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T12:01:02Z,2020-02-29 13:01:02,-6.202759,36.991082,748944.1,4097541.2,2.0,5,4.12
24404,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T13:00:32Z,2020-02-29 14:00:32,-6.408526,37.024916,730525.7,4100776.8,1.8,11,4.06
24405,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T14:02:00Z,2020-02-29 15:02:00,-6.409451,37.024735,730444.0,4100754.6,1.1,12,4.06
24406,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T15:02:06Z,2020-02-29 16:02:06,-6.409688,37.024591,730423.3,4100738.0,1.7,12,3.99
24407,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T16:00:02Z,2020-02-29 17:00:02,-6.4111,37.024503,730297.9,4100724.8,1.2,10,3.96
24408,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T17:02:16Z,2020-02-29 18:02:16,-6.411169,37.024371,730292.2,4100710.0,1.8,6,3.94
24409,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T18:02:00Z,2020-02-29 19:02:00,-6.411297,37.025288,730278.0,4100811.5,2.4,7,3.83
24410,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T19:02:16Z,2020-02-29 20:02:16,-6.408746,37.023902,730509.2,4100663.8,1.1,12,3.78
24411,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T20:01:41Z,2020-02-29 21:01:41,-6.40734,37.024199,730633.4,4100700.1,1.7,8,3.72
24412,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T21:02:25Z,2020-02-29 22:02:25,-6.408806,37.023617,730504.7,4100632.0,2.5,9,3.77
24413,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T22:01:31Z,2020-02-29 23:01:31,-6.409456,37.025067,730442.5,4100791.4,1.0,10,3.74
24414,ESP04,Platalea leucorodia,Espátula común,M,2020-02-29T23:01:47Z,2020-03-01 00:01:47,-6.41153,37.024796,730258.8,4100756.3,1.6,10,3.83
24415,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T00:00:04Z,2020-03-01 01:00:04,-6.37256,37.074226,733574.4,4106336.5,2.6,12,3.7
24416,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T01:00:30Z,2020-03-01 02:00:30,-6.372751,37.074765,733555.8,4106395.8,2.3,8,3.71
24417,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T02:00:34Z,2020-03-01 03:00:34,-6.37258,37.074357,733572.2,4106350.9,1.7,6,3.74
24418,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T04:00:25Z,2020-03-01 05:00:25,-6.372426,37.074644,733585.0,4106383.2,1.8,11,3.76
24419,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T05:02:17Z,2020-03-01 06:02:17,-6.372764,37.074752,733554.7,4106394.3,2.0,10,3.77
24420,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T06:02:04Z,2020-03-01 07:02:04,-6.372901,37.074751,733542.4,4106393.8,1.5,8,3.86
24421,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T08:00:02Z,2020-03-01 09:00:02,-6.373206,37.074493,733516.2,4106364.5,1.9,6,3.99
24422,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T09:01:17Z,2020-03-01 10:01:17,-6.372688,37.074237,733562.9,4106337.4,2.6,12,4.07
24423,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T10:00:53Z,2020-03-01 11:00:53,-6.372116,37.074584,733612.8,4106377.3,1.2,11,4.09
24424,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T11:02:17Z,2020-03-01 12:02:17,-6.372963,37.074296,733538.3,4106343.2,2.8,11,4.03
24425,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T12:02:03Z,2020-03-01 13:02:03,-6.372692,37.074607,733561.5,4106378.4,1.7,11,4.1
24426,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T13:02:02Z,2020-03-01 14:02:02,-6.373409,37.074674,733497.5,4106384.1,2.2,10,4.1
24427,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T14:00:35Z,2020-03-01 15:00:35,-6.373143,37.074811,733520.8,4106399.9,1.5,7,4.04
24428,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T15:01:09Z,2020-03-01 16:01:09,-6.372855,37.074775,733546.5,4106396.6,2.5,8,4.01
24429,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T16:01:43Z,2020-03-01 17:01:43,-6.372845,37.07447,733548.3,4106362.8,2.4,6,3.99
24430,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T17:01:01Z,2020-03-01 18:01:01,-6.373051,37.074685,733529.3,4106386.2,2.2,8,3.94
24431,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T18:01:48Z,2020-03-01 19:01:48,-6.389951,37.043576,732121.5,4102892.7,1.6,9,3.88
24432,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T19:01:41Z,2020-03-01 20:01:41,-6.394238,37.026177,731793.1,4100951.6,2.0,6,3.72
24433,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T20:01:36Z,2020-03-01 21:01:36,-6.393256,37.026626,731879.1,4101003.8,1.5,6,3.75
24434,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T21:00:06Z,2020-03-01 22:00:06,-6.394505,37.023803,731776.5,4100687.4,1.4,8,3.72
24435,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T22:01:12Z,2020-03-01 23:01:12,-6.383169,37.049955,732705.3,4103617.2,1.9,8,3.75
24436,ESP04,Platalea leucorodia,Espátula común,M,2020-03-01T23:01:18Z,2020-03-02 00:01:18,-6.372765,37.074833,733554.3,4106403.3,1.5,7,3.83
24437,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T00:02:23Z,2020-03-02 01:02:23,-6.372507,37.074655,733577.8,4106384.2,2.6,8,3.73
24438,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T01:01:33Z,2020-03-02 02:01:33,-6.373151,37.074523,733520.9,4106367.9,1.6,10,3.75
24439,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T02:00:32Z,2020-03-02 03:00:32,-6.372781,37.074147,733555.0,4106327.2,1.5,6,3.76
24440,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T03:00:02Z,2020-03-02 04:00:02,-6.373273,37.075083,733508.3,4106429.8,1.5,11,3.72
24441,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T04:01:57Z,2020-03-02 05:01:57,-6.372756,37.07463,733555.7,4106380.8,2.5,9,3.69
24442,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T05:00:55Z,2020-03-02 06:00:55,-6.372741,37.074536,733557.4,4106370.4,3.1,5,3.71
24443,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T06:01:55Z,2020-03-02 07:01:55,-6.373285,37.074498,733509.1,4106364.8,2.6,11,3.83
24444,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T07:00:54Z,2020-03-02 08:00:54,-6.373437,37.075066,733493.8,4106427.5,1.4,6,3.93
24445,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T08:02:20Z,2020-03-02 09:02:20,-6.298022,36.994013,740455.0,4097621.3,1.2,8,3.97
24446,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T09:00:40Z,2020-03-02 10:00:40,-6.213037,36.931808,748221.7,4090936.7,2.1,5,4.0
24447,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T10:00:05Z,2020-03-02 11:00:05,-6.213615,36.932723,748167.3,4091036.8,1.9,11,4.18
24448,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T11:02:16Z,2020-03-02 12:02:16,-6.296418,37.000697,740576.7,4098367.1,1.2,7,4.15
24449,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T13:01:26Z,2020-03-02 14:01:26,-6.37294,37.074714,733539.1,4106389.7,2.1,11,4.1
24450,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T14:01:04Z,2020-03-02 15:01:04,-6.373103,37.074854,733524.2,4106404.9,1.4,8,4.1
24451,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T15:01:42Z,2020-03-02 16:01:42,-6.373533,37.074793,733486.2,4106397.0,1.5,8,4.04
24452,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T16:01:15Z,2020-03-02 17:01:15,-6.372632,37.074698,733566.6,4106388.7,2.1,8,3.98
24453,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T17:00:47Z,2020-03-02 18:00:47,-6.373218,37.074188,733516.0,4106330.7,1.4,10,3.91
24454,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T18:01:49Z,2020-03-02 19:01:49,-6.372834,37.074495,733549.2,4106365.6,3.0,8,3.75
24455,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T19:01:03Z,2020-03-02 20:01:03,-6.372857,37.074907,733545.9,4106411.3,1.7,12,3.69
24456,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T20:01:42Z,2020-03-02 21:01:42,-6.373124,37.074543,733523.2,4106370.2,1.8,9,3.81
24457,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T21:02:27Z,2020-03-02 22:02:27,-6.372776,37.074841,733553.3,4106404.2,1.8,8,3.75
24458,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T22:00:18Z,2020-03-02 23:00:18,-6.373129,37.074645,733522.5,4106381.6,1.8,6,3.76
24459,ESP04,Platalea leucorodia,Espátula común,M,2020-03-02T23:00:10Z,2020-03-03 00:00:10,-6.372626,37.074517,733567.6,4106368.5,2.2,10,3.72
24460,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T01:01:20Z,2020-03-03 02:01:20,-6.373068,37.074588,733528.1,4106375.4,1.0,8,3.78
24461,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T02:01:19Z,2020-03-03 03:01:19,-6.372566,37.075141,733571.0,4106438.0,2.2,6,3.75
24462,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T03:02:24Z,2020-03-03 04:02:24,-6.373204,37.074334,733516.8,4106346.8,2.0,10,3.74
24463,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T04:01:04Z,2020-03-03 05:01:04,-6.372775,37.074566,733554.3,4106373.7,1.5,12,3.8
24464,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T05:01:28Z,2020-03-03 06:01:28,-6.372711,37.074662,733559.7,4106384.4,1.5,12,3.76
24465,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T06:00:42Z,2020-03-03 07:00:42,-6.372732,37.074351,733558.7,4106349.9,1.7,5,3.83
24466,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T07:01:37Z,2020-03-03 08:01:37,-6.37259,37.074888,733569.7,4106409.8,1.9,5,3.88
24467,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T08:01:58Z,2020-03-03 09:01:58,-6.372644,37.074314,733566.6,4106346.0,1.0,9,3.97
24468,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T09:00:36Z,2020-03-03 10:00:36,-6.372897,37.074553,733543.4,4106371.9,1.1,7,4.07
24469,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T10:00:06Z,2020-03-03 11:00:06,-6.372612,37.074769,733568.2,4106396.6,1.6,5,4.09
24470,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T11:02:26Z,2020-03-03 12:02:26,-6.373431,37.074706,733495.5,4106387.5,1.3,8,4.11
24471,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T12:00:10Z,2020-03-03 13:00:10,-6.372925,37.074529,733541.0,4106369.2,2.3,10,4.11
24472,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T13:01:38Z,2020-03-03 14:01:38,-6.373232,37.074601,733513.5,4106376.4,1.9,6,4.02
24473,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T14:01:21Z,2020-03-03 15:01:21,-6.37306,37.074889,733527.9,4106408.8,2.3,12,4.06
24474,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T15:00:02Z,2020-03-03 16:00:02,-6.372801,37.074884,733550.9,4106408.9,2.2,11,4.05
24475,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T16:00:05Z,2020-03-03 17:00:05,-6.373349,37.074766,733502.6,4106394.4,2.6,11,4.02
24476,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T17:02:09Z,2020-03-03 18:02:09,-6.411958,37.068783,730087.8,4105636.3,1.5,10,3.82
24477,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T18:01:14Z,2020-03-03 19:01:14,-6.434189,37.061732,728132.2,4104800.3,1.3,5,3.85
24478,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T19:01:25Z,2020-03-03 20:01:25,-6.43337,37.063087,728200.9,4104952.6,3.0,10,3.69
24479,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T20:00:11Z,2020-03-03 21:00:11,-6.434508,37.06014,728108.5,4104622.9,1.3,8,3.73
24480,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T21:01:32Z,2020-03-03 22:01:32,-6.434181,37.064591,728124.3,4105117.5,1.6,11,3.85
24481,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T22:01:39Z,2020-03-03 23:01:39,-6.398189,37.062688,731330.7,4104993.3,2.0,12,3.74
24482,ESP04,Platalea leucorodia,Espátula común,M,2020-03-03T23:02:20Z,2020-03-04 00:02:20,-6.317854,37.005466,738653.9,4098842.3,1.7,11,3.71
24483,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T00:00:18Z,2020-03-04 01:00:18,-6.2714,36.929187,743030.8,4090495.3,2.0,9,3.73
24484,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T01:00:45Z,2020-03-04 02:00:45,-6.270728,36.928214,743093.8,4090389.1,1.4,8,3.68
24485,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T02:01:57Z,2020-03-04 03:01:57,-6.271178,36.930506,743046.4,4090642.3,1.6,5,3.73
24486,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T03:00:45Z,2020-03-04 04:00:45,-6.269571,36.929646,743192.3,4090550.9,1.4,8,3.73
24487,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T04:02:08Z,2020-03-04 05:02:08,-6.269391,36.929232,743209.7,4090505.5,1.7,11,3.75
24488,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T05:01:14Z,2020-03-04 06:01:14,-6.3249,37.008372,738017.8,4099147.1,2.8,9,3.78
24489,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T06:01:22Z,2020-03-04 07:01:22,-6.375414,37.026205,733467.9,4101000.7,2.3,8,3.82
24490,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T07:00:58Z,2020-03-04 08:00:58,-6.375139,36.979329,733635.8,4095799.8,1.4,10,3.86
24491,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T08:01:40Z,2020-03-04 09:01:40,-6.374342,36.977954,733711.0,4095649.1,1.9,5,3.99
24492,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T09:01:47Z,2020-03-04 10:01:47,-6.376481,36.976647,733524.5,4095498.8,2.3,5,4.05
24493,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T10:00:48Z,2020-03-04 11:00:48,-6.375707,36.97979,733583.8,4095849.5,1.7,12,4.06
24494,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T11:00:59Z,2020-03-04 12:00:59,-6.377024,36.97891,733469.3,4095748.7,2.0,7,4.06
24495,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T12:01:35Z,2020-03-04 13:01:35,-6.367305,37.021645,734203.3,4100514.7,1.5,5,4.1
24496,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T13:02:11Z,2020-03-04 14:02:11,-6.389706,37.030207,732184.1,4101409.8,1.6,11,4.06
24497,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T14:00:27Z,2020-03-04 15:00:27,-6.408402,36.990977,730639.4,4097011.2,1.4,7,4.06
24498,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T15:00:36Z,2020-03-04 16:00:36,-6.409662,36.990194,730529.6,4096921.2,1.3,9,3.94
24499,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T16:00:58Z,2020-03-04 17:00:58,-6.388994,37.026742,732258.0,4101027.0,1.8,11,3.97
24500,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T17:01:09Z,2020-03-04 18:01:09,-6.373011,37.074876,733532.3,4106407.5,1.7,12,3.92
24501,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T18:00:52Z,2020-03-04 19:00:52,-6.372955,37.074036,733539.9,4106314.3,1.3,9,3.75
24502,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T19:02:28Z,2020-03-04 20:02:28,-6.373237,37.074702,733512.7,4106387.6,0.8,7,3.73
24503,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T20:00:37Z,2020-03-04 21:00:37,-6.373233,37.074855,733512.6,4106404.6,1.5,6,3.76
24504,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T21:02:23Z,2020-03-04 22:02:23,-6.373545,37.074419,733486.3,4106355.4,1.7,12,3.75
24505,ESP04,Platalea leucorodia,Espátula común,M,2020-03-04T23:00:46Z,2020-03-05 00:00:46,-6.373181,37.074788,733517.5,4106397.3,1.5,5,3.76
24506,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T00:01:00Z,2020-03-05 01:01:00,-6.35779,37.048447,734967.3,4103512.3,1.0,12,3.79
24507,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T01:02:26Z,2020-03-05 02:02:26,-6.345572,37.022812,736133.4,4100698.0,2.1,7,3.74
24508,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T02:00:33Z,2020-03-05 03:00:33,-6.347255,37.021481,735987.8,4100546.1,2.7,7,3.78
24509,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T03:02:03Z,2020-03-05 04:02:03,-6.344853,37.021902,736200.2,4100598.7,1.4,6,3.78
24510,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T04:00:03Z,2020-03-05 05:00:03,-6.343726,37.02176,736300.9,4100585.7,2.4,8,3.8
24511,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T05:02:00Z,2020-03-05 06:02:00,-6.34492,37.02327,736190.1,4100750.4,2.0,12,3.79
24512,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T06:01:33Z,2020-03-05 07:01:33,-6.344085,37.022125,736267.8,4100625.4,1.6,6,3.85
24513,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T07:00:55Z,2020-03-05 08:00:55,-6.366282,37.047346,734215.3,4103369.1,1.7,6,3.88
24514,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T08:01:26Z,2020-03-05 09:01:26,-6.378574,37.035586,733157.9,4102034.0,1.2,7,3.95
24515,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T09:01:21Z,2020-03-05 10:01:21,-6.388727,36.999123,732365.8,4097963.0,1.9,7,3.99
24516,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T10:00:59Z,2020-03-05 11:00:59,-6.389855,37.000584,732261.0,4098122.3,1.7,10,4.04
24517,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T11:00:28Z,2020-03-05 12:00:28,-6.389981,36.999758,732252.3,4098030.3,3.8,12,4.14
24518,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T12:00:16Z,2020-03-05 13:00:16,-6.376047,37.032704,733391.6,4101720.3,1.9,7,4.13
24519,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T13:01:54Z,2020-03-05 14:01:54,-6.372791,37.074412,733553.2,4106356.6,1.3,5,4.1
24520,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T14:01:25Z,2020-03-05 15:01:25,-6.37314,37.074803,733521.1,4106399.1,1.8,5,4.1
24521,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T15:01:45Z,2020-03-05 16:01:45,-6.372362,37.074915,733589.9,4106413.4,2.1,11,4.05
24522,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T16:02:05Z,2020-03-05 17:02:05,-6.372695,37.074358,733561.9,4106350.8,3.1,11,3.96
24523,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T17:01:32Z,2020-03-05 18:01:32,-6.388098,37.065419,732219.7,4105321.1,1.6,8,4.01
24524,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T18:02:07Z,2020-03-05 19:02:07,-6.408577,37.055524,730428.5,4104173.2,1.5,6,3.82
24525,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T19:01:30Z,2020-03-05 20:01:30,-6.41019,37.055074,730286.5,4104119.4,1.9,12,3.71
24526,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T20:01:18Z,2020-03-05 21:01:18,-6.407157,37.053957,730559.6,4104002.7,1.3,7,3.74
24527,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T21:02:03Z,2020-03-05 22:02:03,-6.407779,37.053949,730504.3,4104000.4,1.3,7,3.7
24528,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T22:00:01Z,2020-03-05 23:00:01,-6.405764,37.055227,730679.7,4104147.0,1.4,7,3.7
24529,ESP04,Platalea leucorodia,Espátula común,M,2020-03-05T23:02:15Z,2020-03-06 00:02:15,-6.404729,37.055073,730772.2,4104132.5,2.3,7,3.75
24530,ESP04,Platalea leucorodia,Espátula común,M,2020-03-06T01:00:54Z,2020-03-06 02:00:54,-6.390626,37.063055,732002.1,4105052.6,1.7,12,3.73
24531,ESP04,Platalea leucorodia,Espátula común,M,2020-03-06T02:02:18Z,2020-03-06 03:02:18,-6.372371,37.074809,733589.4,4106401.7,1.2,9,3.74
